timestamp,savax_staking_apr,savax_avax_rate,validator_staking_share
2020-10-22 00:00:00+00:00,0.09131031628726315,1.0002501652501021,0.62
2020-10-23 00:00:00+00:00,0.09284231963384186,1.0005045914023103,0.6202499989583347
2020-10-24 00:00:00+00:00,0.08961863369383627,1.0007502457981619,0.6204999916667083
2020-10-25 00:00:00+00:00,0.0945386181527259,1.001009450032008,0.6207499718753164
2020-10-26 00:00:00+00:00,0.09338439599982248,1.0012655559577102,0.6209999333346666
2020-10-27 00:00:00+00:00,0.09197101098440659,1.0015178502192041,0.6212498697957356
2020-10-28 00:00:00+00:00,0.09192340068361168,1.0017700774154712,0.6214997750101248
2020-10-29 00:00:00+00:00,0.0928294134795432,1.0020248547544517,0.6217496427302168
2020-10-30 00:00:00+00:00,0.09195457820088299,1.0022772952280565,0.6219994667093317
2020-10-31 00:00:00+00:00,0.0919996652926791,1.0025299231066631,0.622249240701883
2020-11-01 00:00:00+00:00,0.09340112122773123,1.0027864639803137,0.6224989584635339
2020-11-02 00:00:00+00:00,0.09307557853740452,1.0030421761180792,0.6227486137513534
2020-11-03 00:00:00+00:00,0.09218981977022099,1.0032955193439375,0.6229982003239722
2020-11-04 00:00:00+00:00,0.0921402569513336,1.0035487903218838,0.6232477119417391
2020-11-05 00:00:00+00:00,0.0924922551170371,1.0038030930362314,0.6234971423668766
2020-11-06 00:00:00+00:00,0.09131219020891516,1.0040542148416112,0.6237464853636371
2020-11-07 00:00:00+00:00,0.09160983760348332,1.0043062182486433,0.6239957346984586
2020-11-08 00:00:00+00:00,0.09301998629506522,1.0045621649627736,0.6242448841401208
2020-11-09 00:00:00+00:00,0.09198387257307236,1.004815325286537,0.6244939274599005
2020-11-10 00:00:00+00:00,0.0900998059428963,1.0050633627271308,0.6247428584317278
2020-11-11 00:00:00+00:00,0.09142720337645165,1.0053151165147207,0.6249916708323414
2020-11-12 00:00:00+00:00,0.09310953813359883,1.0055715669973986,0.6252403584414441
2020-11-13 00:00:00+00:00,0.09175745419180971,1.0058243579206736,0.6254889150418588
2020-11-14 00:00:00+00:00,0.09186382057314472,1.0060775055051778,0.6257373344196832
2020-11-15 00:00:00+00:00,0.09303046557452946,1.0063339325154277,0.625985610364446
2020-11-16 00:00:00+00:00,0.09478514706629408,1.0065952626792394,0.6262337366692614
2020-11-17 00:00:00+00:00,0.09095868058060842,1.0068461080956008,0.6264817071309847
2020-11-18 00:00:00+00:00,0.09403069780867376,1.0071054901288343,0.6267295155503674
2020-11-19 00:00:00+00:00,0.0901429656173098,1.0073542119797103,0.6269771557322118
2020-11-20 00:00:00+00:00,0.09222970292768345,1.007608754389885,0.6272246214855263
2020-11-21 00:00:00+00:00,0.09019182994287069,1.0078577354239258,0.6274719066236799
2020-11-22 00:00:00+00:00,0.093951816906047,1.008117160260709,0.6277190049645571
2020-11-23 00:00:00+00:00,0.09315361904807183,1.0083744472796208,0.6279659103307123
2020-11-24 00:00:00+00:00,0.09358699618812395,1.008632997240042,0.6282126165495241
2020-11-25 00:00:00+00:00,0.09052937147488826,1.0088831641202858,0.6284591174533498
2020-11-26 00:00:00+00:00,0.0928613000711723,1.0091398386469712,0.6287054068796798
2020-11-27 00:00:00+00:00,0.09103227258356394,1.0093915216411264,0.6289514786712912
2020-11-28 00:00:00+00:00,0.0911005511648713,1.0096434562273255,0.629197326676402
2020-11-29 00:00:00+00:00,0.0925217658059467,1.0098993849818587,0.629442944748825
2020-11-30 00:00:00+00:00,0.09305184620691959,1.0101568452620115,0.6296883267481211
2020-12-01 00:00:00+00:00,0.09201766915792738,1.0104115090384087,0.629933466539753
2020-12-02 00:00:00+00:00,0.09074277283397643,1.0106627077837058,0.6301783579952389
2020-12-03 00:00:00+00:00,0.0904191719821639,1.0109130729486127,0.630422994992305
2020-12-04 00:00:00+00:00,0.09379692829984773,1.0111728552527792,0.6306673714150391
2020-12-05 00:00:00+00:00,0.0924933246703416,1.0114290928944196,0.6309114811540435
2020-12-06 00:00:00+00:00,0.09265333236164722,1.011685838855801,0.6311553181065873
2020-12-07 00:00:00+00:00,0.09481967373993545,1.0119486545302327,0.6313988761767594
2020-12-08 00:00:00+00:00,0.09029069964135586,1.01219898207001,0.6316421492756208
2020-12-09 00:00:00+00:00,0.09532307007456524,1.0124633270412353,0.6318851313213567
2020-12-10 00:00:00+00:00,0.09617895722411794,1.012730115170064,0.6321278162394286
2020-12-11 00:00:00+00:00,0.09384823450476529,1.0129905067682519,0.6323701979627261
2020-12-12 00:00:00+00:00,0.09262858865906637,1.0132475804147367,0.6326122704317189
2020-12-13 00:00:00+00:00,0.09035879055416728,1.01349841829391,0.6328540275946077
2020-12-14 00:00:00+00:00,0.09281211376247456,1.0137561304322573,0.6330954634074762
2020-12-15 00:00:00+00:00,0.09062146303812466,1.0140078237574728,0.6333365718344416
2020-12-16 00:00:00+00:00,0.09121738230124514,1.0142612350980649,0.6335773468478056
2020-12-17 00:00:00+00:00,0.09077779468608327,1.0145134882437028,0.6338177824282056
2020-12-18 00:00:00+00:00,0.0916019918404287,1.0147680949732154,0.6340578725647646
2020-12-19 00:00:00+00:00,0.09307037045457894,1.0150268479664337,0.6342976112552418
2020-12-20 00:00:00+00:00,0.09026607762055851,1.0152778684931338,0.6345369925061821
2020-12-21 00:00:00+00:00,0.08958172925753481,1.0155270475263845,0.634776010333067
2020-12-22 00:00:00+00:00,0.08951495187976798,1.0157761019230749,0.635014658760463
2020-12-23 00:00:00+00:00,0.08952568204167662,1.0160252472609552,0.6352529318221721
2020-12-24 00:00:00+00:00,0.0887893040403757,1.0162724039036724,0.6354908235613801
2020-12-25 00:00:00+00:00,0.08952355688724663,1.016521665055354,0.6357283280308059
2020-12-26 00:00:00+00:00,0.0927889850612696,1.016780081530952,0.63596543929285
2020-12-27 00:00:00+00:00,0.0899143669419291,1.0170305558798562,0.6362021514197435
2020-12-28 00:00:00+00:00,0.09114435504468045,1.0172845191512985,0.6364384584936952
2020-12-29 00:00:00+00:00,0.08888681278260631,1.01753225388719,0.6366743546070407
2020-12-30 00:00:00+00:00,0.09091918271257952,1.0177857147115932,0.6369098338623895
2020-12-31 00:00:00+00:00,0.08800517246941963,1.0180311130879223,0.6371448903727726
2021-01-01 00:00:00+00:00,0.08951892536229947,1.0182807926803306,0.6373795182617892
